goal,difficulty,age,weight_kg,height_cm,gender,activity_level,muscle_group,exercise_name,exercise_type,sets,reps,duration_sec,rest_sec,order_in_workout,met_value,estimated_calories
Weight Loss,Advanced,21,107,179,female,moderate,Core,Crunches,strength,3,18,0,36,2,3.0,22.5
Weight Loss,Advanced,21,107,179,female,moderate,Full Body,Burpees,cardio,3,0,36,36,3,10.0,32.1
Weight Loss,Advanced,21,107,179,female,moderate,Legs,Squat,strength,3,18,0,36,4,6.0,44.9
Muscle Gain,Intermediate,33,109,169,male,active,Chest,Cable Fly,strength,4,8,0,90,1,3.5,48.3
Muscle Gain,Intermediate,33,109,169,male,active,Back,Pull Up,strength,4,8,0,90,2,5.0,69.0
Muscle Gain,Intermediate,33,109,169,male,active,Legs,Squat,strength,4,8,0,90,3,6.0,82.8
Muscle Gain,Intermediate,33,109,169,male,active,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,55.2
Muscle Gain,Intermediate,33,109,169,male,active,Arms,Concentration Curl,strength,4,8,0,90,5,2.8,38.7
Weight Loss,Intermediate,21,72,162,male,active,Cardio,Kettlebell Swing,cardio,3,0,30,30,1,9.0,16.2
Weight Loss,Intermediate,21,72,162,male,active,Core,Plank,strength,3,15,0,30,2,3.5,15.8
Weight Loss,Intermediate,21,72,162,male,active,Full Body,Burpees,cardio,3,0,30,30,3,10.0,18.0
Weight Loss,Intermediate,21,72,162,male,active,Legs,Squat,strength,3,15,0,30,4,6.0,27.0
Muscle Gain,Beginner,42,110,195,female,sedentary,Chest,Bench Press,strength,3,6,0,72,1,5.0,49.5
Muscle Gain,Beginner,42,110,195,female,sedentary,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,34.6
Muscle Gain,Beginner,42,110,195,female,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,49.5
Muscle Gain,Beginner,42,110,195,female,sedentary,Shoulders,Arnold Press,strength,3,6,0,72,4,4.0,39.6
Muscle Gain,Beginner,42,110,195,female,sedentary,Arms,Concentration Curl,strength,3,6,0,72,5,2.8,27.7
Maintain Weight,Advanced,21,73,157,female,sedentary,Cardio,Kettlebell Swing,cardio,3,0,36,72,1,9.0,19.7
Maintain Weight,Advanced,21,73,157,female,sedentary,Core,Ab Wheel Rollout,strength,3,14,0,72,2,4.0,24.8
Maintain Weight,Advanced,21,73,157,female,sedentary,Chest,Push Up,strength,3,14,0,72,3,3.8,23.6
Maintain Weight,Advanced,21,73,157,female,sedentary,Legs,Lunges,strength,3,14,0,72,4,4.5,27.9
Maintain Weight,Advanced,21,73,157,female,sedentary,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,18.6
Weight Loss,Beginner,53,85,198,female,active,Cardio,Box Jumps,cardio,2,0,24,24,1,10.0,11.3
Weight Loss,Beginner,53,85,198,female,active,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,12.5
Weight Loss,Beginner,53,85,198,female,active,Full Body,Thruster,cardio,2,0,24,24,3,9.5,10.8
Weight Loss,Beginner,53,85,198,female,active,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,15.6
Muscle Gain,Advanced,42,90,159,female,very_active,Chest,Incline Dumbbell Press,strength,4,9,0,108,1,4.5,52.6
Muscle Gain,Advanced,42,90,159,female,very_active,Back,Lat Pulldown,strength,4,9,0,108,2,3.5,41.0
Muscle Gain,Advanced,42,90,159,female,very_active,Legs,Calf Raises,strength,4,9,0,108,3,2.5,29.2
Muscle Gain,Advanced,42,90,159,female,very_active,Shoulders,Face Pull,strength,4,9,0,108,4,3.0,35.1
Muscle Gain,Advanced,42,90,159,female,very_active,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,35.1
Maintain Weight,Advanced,38,57,159,male,very_active,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,17.1
Maintain Weight,Advanced,38,57,159,male,very_active,Core,Plank,strength,3,14,0,72,2,3.5,17.0
Maintain Weight,Advanced,38,57,159,male,very_active,Chest,Dips,strength,3,14,0,72,3,4.0,19.4
Maintain Weight,Advanced,38,57,159,male,very_active,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,24.2
Maintain Weight,Advanced,38,57,159,male,very_active,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,19.4
Weight Loss,Intermediate,39,68,167,male,active,Cardio,Running,cardio,3,0,30,30,1,9.8,16.7
Weight Loss,Intermediate,39,68,167,male,active,Core,Plank,strength,3,15,0,30,2,3.5,14.9
Weight Loss,Intermediate,39,68,167,male,active,Full Body,Thruster,cardio,3,0,30,30,3,9.5,16.2
Weight Loss,Intermediate,39,68,167,male,active,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,21.2
Maintain Weight,Beginner,41,58,162,female,very_active,Cardio,Kettlebell Swing,cardio,2,0,24,48,1,9.0,7.0
Maintain Weight,Beginner,41,58,162,female,very_active,Core,Ab Wheel Rollout,strength,2,9,0,48,2,4.0,11.2
Maintain Weight,Beginner,41,58,162,female,very_active,Chest,Bench Press,strength,2,9,0,48,3,5.0,14.0
Maintain Weight,Beginner,41,58,162,female,very_active,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,14.0
Maintain Weight,Beginner,41,58,162,female,very_active,Shoulders,Overhead Press,strength,2,9,0,48,5,5.0,14.0
Muscle Gain,Intermediate,19,52,161,female,sedentary,Chest,Bench Press,strength,4,8,0,90,1,5.0,32.9
Muscle Gain,Intermediate,19,52,161,female,sedentary,Back,Pull Up,strength,4,8,0,90,2,5.0,32.9
Muscle Gain,Intermediate,19,52,161,female,sedentary,Legs,Lunges,strength,4,8,0,90,3,4.5,29.6
Muscle Gain,Intermediate,19,52,161,female,sedentary,Shoulders,Face Pull,strength,4,8,0,90,4,3.0,19.8
Muscle Gain,Intermediate,19,52,161,female,sedentary,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,19.8
Muscle Gain,Intermediate,18,74,171,female,very_active,Chest,Bench Press,strength,4,8,0,90,1,5.0,46.9
Muscle Gain,Intermediate,18,74,171,female,very_active,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,32.8
Muscle Gain,Intermediate,18,74,171,female,very_active,Legs,Calf Raises,strength,4,8,0,90,3,2.5,23.4
Muscle Gain,Intermediate,18,74,171,female,very_active,Shoulders,Front Raise,strength,4,8,0,90,4,3.0,28.1
Muscle Gain,Intermediate,18,74,171,female,very_active,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,28.1
Weight Loss,Beginner,18,86,161,female,light,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,10.3
Weight Loss,Beginner,18,86,161,female,light,Core,Plank,strength,2,12,0,24,2,3.5,11.0
Weight Loss,Beginner,18,86,161,female,light,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,10.3
Weight Loss,Beginner,18,86,161,female,light,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,15.8
Maintain Weight,Intermediate,29,71,155,female,sedentary,Cardio,Burpees,cardio,3,0,30,60,1,10.0,17.8
Maintain Weight,Intermediate,29,71,155,female,sedentary,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,22.7
Maintain Weight,Intermediate,29,71,155,female,sedentary,Chest,Cable Fly,strength,3,12,0,60,3,3.5,19.9
Maintain Weight,Intermediate,29,71,155,female,sedentary,Legs,Calf Raises,strength,3,12,0,60,4,2.5,14.2
Maintain Weight,Intermediate,29,71,155,female,sedentary,Shoulders,Face Pull,strength,3,12,0,60,5,3.0,17.0
Weight Loss,Beginner,35,82,160,male,very_active,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,13.4
Weight Loss,Beginner,35,82,160,male,very_active,Core,Leg Raises,strength,2,12,0,24,2,3.0,9.0
Weight Loss,Beginner,35,82,160,male,very_active,Full Body,Thruster,cardio,2,0,24,24,3,9.5,10.4
Weight Loss,Beginner,35,82,160,male,very_active,Legs,Squat,strength,2,12,0,24,4,6.0,18.0
Maintain Weight,Beginner,37,50,184,female,moderate,Cardio,Jump Rope,cardio,2,0,24,48,1,12.3,8.2
Maintain Weight,Beginner,37,50,184,female,moderate,Core,Plank,strength,2,9,0,48,2,3.5,8.5
Maintain Weight,Beginner,37,50,184,female,moderate,Chest,Incline Dumbbell Press,strength,2,9,0,48,3,4.5,10.9
Maintain Weight,Beginner,37,50,184,female,moderate,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,12.1
Maintain Weight,Beginner,37,50,184,female,moderate,Shoulders,Front Raise,strength,2,9,0,48,5,3.0,7.2
Muscle Gain,Beginner,36,101,175,female,light,Chest,Push Up,strength,3,6,0,72,1,3.8,34.5
Muscle Gain,Beginner,36,101,175,female,light,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,31.8
Muscle Gain,Beginner,36,101,175,female,light,Legs,Squat,strength,3,6,0,72,3,6.0,54.5
Muscle Gain,Beginner,36,101,175,female,light,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,27.3
Muscle Gain,Beginner,36,101,175,female,light,Arms,Hammer Curl,strength,3,6,0,72,5,3.0,27.3
Weight Loss,Advanced,46,109,182,female,sedentary,Cardio,Battle Ropes,cardio,3,0,36,36,1,10.0,32.7
Weight Loss,Advanced,46,109,182,female,sedentary,Core,Plank,strength,3,18,0,36,2,3.5,26.7
Weight Loss,Advanced,46,109,182,female,sedentary,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,32.7
Weight Loss,Advanced,46,109,182,female,sedentary,Legs,Leg Press,strength,3,18,0,36,4,5.0,38.2
Muscle Gain,Advanced,40,96,196,female,active,Chest,Cable Fly,strength,4,9,0,108,1,3.5,43.7
Muscle Gain,Advanced,40,96,196,female,active,Back,Bent Over Row,strength,4,9,0,108,2,5.0,62.4
Muscle Gain,Advanced,40,96,196,female,active,Legs,Leg Press,strength,4,9,0,108,3,5.0,62.4
Muscle Gain,Advanced,40,96,196,female,active,Shoulders,Face Pull,strength,4,9,0,108,4,3.0,37.4
Muscle Gain,Advanced,40,96,196,female,active,Arms,Concentration Curl,strength,4,9,0,108,5,2.8,34.9
Maintain Weight,Intermediate,19,73,170,female,active,Cardio,Jump Rope,cardio,3,0,30,60,1,12.3,22.4
Maintain Weight,Intermediate,19,73,170,female,active,Core,Plank,strength,3,12,0,60,2,3.5,20.4
Maintain Weight,Intermediate,19,73,170,female,active,Chest,Dips,strength,3,12,0,60,3,4.0,23.4
Maintain Weight,Intermediate,19,73,170,female,active,Legs,Romanian Deadlift,strength,3,12,0,60,4,5.0,29.2
Maintain Weight,Intermediate,19,73,170,female,active,Shoulders,Lateral Raise,strength,3,12,0,60,5,3.0,17.5
Weight Loss,Advanced,49,80,173,male,sedentary,Cardio,Cycling,cardio,3,0,36,36,1,7.5,18.0
Weight Loss,Advanced,49,80,173,male,sedentary,Core,Plank,strength,3,18,0,36,2,3.5,19.6
Weight Loss,Advanced,49,80,173,male,sedentary,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,21.6
Weight Loss,Advanced,49,80,173,male,sedentary,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,28.0
Weight Loss,Intermediate,20,103,156,female,moderate,Cardio,Mountain Climbers,cardio,3,0,30,30,1,8.0,20.6
Weight Loss,Intermediate,20,103,156,female,moderate,Core,Russian Twist,strength,3,15,0,30,2,3.5,22.5
Weight Loss,Intermediate,20,103,156,female,moderate,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,23.2
Weight Loss,Intermediate,20,103,156,female,moderate,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,32.2
Muscle Gain,Advanced,37,109,192,male,moderate,Chest,Dips,strength,4,9,0,108,1,4.0,56.7
Muscle Gain,Advanced,37,109,192,male,moderate,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,49.6
Muscle Gain,Advanced,37,109,192,male,moderate,Legs,Calf Raises,strength,4,9,0,108,3,2.5,35.4
Muscle Gain,Advanced,37,109,192,male,moderate,Shoulders,Arnold Press,strength,4,9,0,108,4,4.0,56.7
Muscle Gain,Advanced,37,109,192,male,moderate,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,49.6
Muscle Gain,Beginner,21,54,170,male,active,Chest,Bench Press,strength,3,6,0,72,1,5.0,24.3
Muscle Gain,Beginner,21,54,170,male,active,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,17.0
Muscle Gain,Beginner,21,54,170,male,active,Legs,Lunges,strength,3,6,0,72,3,4.5,21.9
Muscle Gain,Beginner,21,54,170,male,active,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,14.6
Muscle Gain,Beginner,21,54,170,male,active,Arms,Skull Crushers,strength,3,6,0,72,5,3.5,17.0
Muscle Gain,Intermediate,38,73,198,female,sedentary,Chest,Dips,strength,4,8,0,90,1,4.0,37.0
Muscle Gain,Intermediate,38,73,198,female,sedentary,Back,Deadlift,strength,4,8,0,90,2,6.0,55.5
Muscle Gain,Intermediate,38,73,198,female,sedentary,Legs,Calf Raises,strength,4,8,0,90,3,2.5,23.1
Muscle Gain,Intermediate,38,73,198,female,sedentary,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,37.0
Muscle Gain,Intermediate,38,73,198,female,sedentary,Arms,Concentration Curl,strength,4,8,0,90,5,2.8,25.9
Weight Loss,Advanced,41,86,174,female,active,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,25.8
Weight Loss,Advanced,41,86,174,female,active,Core,Russian Twist,strength,3,18,0,36,2,3.5,21.1
Weight Loss,Advanced,41,86,174,female,active,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,25.8
Weight Loss,Advanced,41,86,174,female,active,Legs,Lunges,strength,3,18,0,36,4,4.5,27.1
Muscle Gain,Beginner,53,66,169,male,active,Chest,Bench Press,strength,3,6,0,72,1,5.0,29.7
Muscle Gain,Beginner,53,66,169,male,active,Back,Bent Over Row,strength,3,6,0,72,2,5.0,29.7
Muscle Gain,Beginner,53,66,169,male,active,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,29.7
Muscle Gain,Beginner,53,66,169,male,active,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,17.8
Muscle Gain,Beginner,53,66,169,male,active,Arms,Skull Crushers,strength,3,6,0,72,5,3.5,20.8
Maintain Weight,Advanced,46,92,157,male,very_active,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,22.1
Maintain Weight,Advanced,46,92,157,male,very_active,Core,Ab Wheel Rollout,strength,3,14,0,72,2,4.0,31.3
Maintain Weight,Advanced,46,92,157,male,very_active,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,35.2
Maintain Weight,Advanced,46,92,157,male,very_active,Legs,Calf Raises,strength,3,14,0,72,4,2.5,19.6
Maintain Weight,Advanced,46,92,157,male,very_active,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,23.5
Maintain Weight,Advanced,42,73,174,male,very_active,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,21.9
Maintain Weight,Advanced,42,73,174,male,very_active,Core,Crunches,strength,3,14,0,72,2,3.0,18.6
Maintain Weight,Advanced,42,73,174,male,very_active,Chest,Cable Fly,strength,3,14,0,72,3,3.5,21.7
Maintain Weight,Advanced,42,73,174,male,very_active,Legs,Leg Press,strength,3,14,0,72,4,5.0,31.0
Maintain Weight,Advanced,42,73,174,male,very_active,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,24.8
Maintain Weight,Advanced,46,90,190,male,light,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,21.6
Maintain Weight,Advanced,46,90,190,male,light,Core,Russian Twist,strength,3,14,0,72,2,3.5,26.8
Maintain Weight,Advanced,46,90,190,male,light,Chest,Push Up,strength,3,14,0,72,3,3.8,29.1
Maintain Weight,Advanced,46,90,190,male,light,Legs,Lunges,strength,3,14,0,72,4,4.5,34.4
Maintain Weight,Advanced,46,90,190,male,light,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,23.0
Weight Loss,Advanced,53,66,175,male,very_active,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,15.8
Weight Loss,Advanced,53,66,175,male,very_active,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,18.5
Weight Loss,Advanced,53,66,175,male,very_active,Full Body,Thruster,cardio,3,0,36,36,3,9.5,18.8
Weight Loss,Advanced,53,66,175,male,very_active,Legs,Lunges,strength,3,18,0,36,4,4.5,20.8
Maintain Weight,Beginner,28,50,182,female,sedentary,Cardio,Running,cardio,2,0,24,48,1,9.8,6.5
Maintain Weight,Beginner,28,50,182,female,sedentary,Core,Leg Raises,strength,2,9,0,48,2,3.0,7.2
Maintain Weight,Beginner,28,50,182,female,sedentary,Chest,Dips,strength,2,9,0,48,3,4.0,9.7
Maintain Weight,Beginner,28,50,182,female,sedentary,Legs,Calf Raises,strength,2,9,0,48,4,2.5,6.0
Maintain Weight,Beginner,28,50,182,female,sedentary,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,7.2
Maintain Weight,Advanced,49,98,171,male,moderate,Cardio,Jump Rope,cardio,3,0,36,72,1,12.3,36.2
Maintain Weight,Advanced,49,98,171,male,moderate,Core,Crunches,strength,3,14,0,72,2,3.0,25.0
Maintain Weight,Advanced,49,98,171,male,moderate,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,37.5
Maintain Weight,Advanced,49,98,171,male,moderate,Legs,Squat,strength,3,14,0,72,4,6.0,50.0
Maintain Weight,Advanced,49,98,171,male,moderate,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,33.3
Maintain Weight,Beginner,32,110,197,male,very_active,Cardio,Running,cardio,2,0,24,48,1,9.8,14.4
Maintain Weight,Beginner,32,110,197,male,very_active,Core,Ab Wheel Rollout,strength,2,9,0,48,2,4.0,21.3
Maintain Weight,Beginner,32,110,197,male,very_active,Chest,Incline Dumbbell Press,strength,2,9,0,48,3,4.5,23.9
Maintain Weight,Beginner,32,110,197,male,very_active,Legs,Calf Raises,strength,2,9,0,48,4,2.5,13.3
Maintain Weight,Beginner,32,110,197,male,very_active,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,21.3
Weight Loss,Advanced,39,62,183,female,active,Cardio,Running,cardio,3,0,36,36,1,9.8,18.2
Weight Loss,Advanced,39,62,183,female,active,Core,Leg Raises,strength,3,18,0,36,2,3.0,13.0
Weight Loss,Advanced,39,62,183,female,active,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,16.7
Weight Loss,Advanced,39,62,183,female,active,Legs,Squat,strength,3,18,0,36,4,6.0,26.0
Weight Loss,Beginner,52,119,194,female,sedentary,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,19.5
Weight Loss,Beginner,52,119,194,female,sedentary,Core,Crunches,strength,2,12,0,24,2,3.0,13.1
Weight Loss,Beginner,52,119,194,female,sedentary,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,14.3
Weight Loss,Beginner,52,119,194,female,sedentary,Legs,Calf Raises,strength,2,12,0,24,4,2.5,10.9
Weight Loss,Intermediate,43,99,190,female,light,Cardio,Mountain Climbers,cardio,3,0,30,30,1,8.0,19.8
Weight Loss,Intermediate,43,99,190,female,light,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,24.8
Weight Loss,Intermediate,43,99,190,female,light,Full Body,Thruster,cardio,3,0,30,30,3,9.5,23.5
Weight Loss,Intermediate,43,99,190,female,light,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,30.9
Muscle Gain,Beginner,35,108,199,female,moderate,Chest,Push Up,strength,3,6,0,72,1,3.8,36.9
Muscle Gain,Beginner,35,108,199,female,moderate,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,34.0
Muscle Gain,Beginner,35,108,199,female,moderate,Legs,Leg Press,strength,3,6,0,72,3,5.0,48.6
Muscle Gain,Beginner,35,108,199,female,moderate,Shoulders,Overhead Press,strength,3,6,0,72,4,5.0,48.6
Muscle Gain,Beginner,35,108,199,female,moderate,Arms,Concentration Curl,strength,3,6,0,72,5,2.8,27.2
Maintain Weight,Advanced,29,84,193,female,active,Cardio,Running,cardio,3,0,36,72,1,9.8,24.7
Maintain Weight,Advanced,29,84,193,female,active,Core,Russian Twist,strength,3,14,0,72,2,3.5,25.0
Maintain Weight,Advanced,29,84,193,female,active,Chest,Dips,strength,3,14,0,72,3,4.0,28.6
Maintain Weight,Advanced,29,84,193,female,active,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,35.7
Maintain Weight,Advanced,29,84,193,female,active,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,21.4
Weight Loss,Advanced,46,84,185,female,moderate,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,20.2
Weight Loss,Advanced,46,84,185,female,moderate,Core,Leg Raises,strength,3,18,0,36,2,3.0,17.6
Weight Loss,Advanced,46,84,185,female,moderate,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,22.7
Weight Loss,Advanced,46,84,185,female,moderate,Legs,Lunges,strength,3,18,0,36,4,4.5,26.5
Muscle Gain,Intermediate,32,111,185,male,light,Chest,Dips,strength,4,8,0,90,1,4.0,56.2
Muscle Gain,Intermediate,32,111,185,male,light,Back,Pull Up,strength,4,8,0,90,2,5.0,70.3
Muscle Gain,Intermediate,32,111,185,male,light,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,70.3
Muscle Gain,Intermediate,32,111,185,male,light,Shoulders,Front Raise,strength,4,8,0,90,4,3.0,42.2
Muscle Gain,Intermediate,32,111,185,male,light,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,42.2
Weight Loss,Advanced,53,88,190,male,sedentary,Cardio,Burpees,cardio,3,0,36,36,1,10.0,26.4
Weight Loss,Advanced,53,88,190,male,sedentary,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,24.6
Weight Loss,Advanced,53,88,190,male,sedentary,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,23.8
Weight Loss,Advanced,53,88,190,male,sedentary,Legs,Squat,strength,3,18,0,36,4,6.0,37.0
Weight Loss,Intermediate,33,91,155,male,moderate,Cardio,Running,cardio,3,0,30,30,1,9.8,22.3
Weight Loss,Intermediate,33,91,155,male,moderate,Core,Plank,strength,3,15,0,30,2,3.5,19.9
Weight Loss,Intermediate,33,91,155,male,moderate,Full Body,Burpees,cardio,3,0,30,30,3,10.0,22.8
Weight Loss,Intermediate,33,91,155,male,moderate,Legs,Leg Press,strength,3,15,0,30,4,5.0,28.4
Muscle Gain,Advanced,52,111,163,male,active,Chest,Bench Press,strength,4,9,0,108,1,5.0,72.2
Muscle Gain,Advanced,52,111,163,male,active,Back,Pull Up,strength,4,9,0,108,2,5.0,72.2
Muscle Gain,Advanced,52,111,163,male,active,Legs,Squat,strength,4,9,0,108,3,6.0,86.6
Muscle Gain,Advanced,52,111,163,male,active,Shoulders,Arnold Press,strength,4,9,0,108,4,4.0,57.7
Muscle Gain,Advanced,52,111,163,male,active,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,50.5
Muscle Gain,Beginner,47,66,160,female,very_active,Chest,Bench Press,strength,3,6,0,72,1,5.0,29.7
Muscle Gain,Beginner,47,66,160,female,very_active,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,20.8
Muscle Gain,Beginner,47,66,160,female,very_active,Legs,Leg Press,strength,3,6,0,72,3,5.0,29.7
Muscle Gain,Beginner,47,66,160,female,very_active,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,17.8
Muscle Gain,Beginner,47,66,160,female,very_active,Arms,Hammer Curl,strength,3,6,0,72,5,3.0,17.8
Maintain Weight,Intermediate,29,89,198,female,moderate,Cardio,Jump Rope,cardio,3,0,30,60,1,12.3,27.4
Maintain Weight,Intermediate,29,89,198,female,moderate,Core,Plank,strength,3,12,0,60,2,3.5,24.9
Maintain Weight,Intermediate,29,89,198,female,moderate,Chest,Bench Press,strength,3,12,0,60,3,5.0,35.6
Maintain Weight,Intermediate,29,89,198,female,moderate,Legs,Leg Press,strength,3,12,0,60,4,5.0,35.6
Maintain Weight,Intermediate,29,89,198,female,moderate,Shoulders,Arnold Press,strength,3,12,0,60,5,4.0,28.5
Weight Loss,Advanced,47,108,161,female,light,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,32.4
Weight Loss,Advanced,47,108,161,female,light,Core,Plank,strength,3,18,0,36,2,3.5,26.5
Weight Loss,Advanced,47,108,161,female,light,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,29.2
Weight Loss,Advanced,47,108,161,female,light,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,37.8
Muscle Gain,Beginner,22,94,160,female,active,Chest,Bench Press,strength,3,6,0,72,1,5.0,42.3
Muscle Gain,Beginner,22,94,160,female,active,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,29.6
Muscle Gain,Beginner,22,94,160,female,active,Legs,Calf Raises,strength,3,6,0,72,3,2.5,21.1
Muscle Gain,Beginner,22,94,160,female,active,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,25.4
Muscle Gain,Beginner,22,94,160,female,active,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,25.4
Maintain Weight,Beginner,40,56,173,male,active,Cardio,Kettlebell Swing,cardio,2,0,24,48,1,9.0,6.7
